89;0.9624;85.6526
13;0.5179;6.7322
65;0.8443;54.8819
20;0.629;12.5792
5;0.6684;3.3422
75;0.4614;34.608
5;0.9321;4.6603
74;0.3521;26.0552
99;0.3745;37.072
87;0.1102;9.5892
7;0.3511;2.4577
23;0.421;9.684
80;0.0397;3.1782
17;0.9661;16.4229
84;0.7876;66.1545
48;0.809;38.8323
45;0.5236;23.5625
66;0.2002;13.2117
2;0.3032;0.6064
14;0.1559;2.1823
89;0.9087;80.8708
97;0.7597;73.6954
91;0.7778;70.7811
68;0.8865;60.281
75;0.3121;23.405
6;0.9445;5.6668
28;0.6073;17.0055
18;0.366;6.5878
59;0.1593;9.4007
9;0.6974;6.2766
83;0.0933;7.7433
93;0.386;35.9005
15;0.8483;12.725
32;0.8748;27.9945
10;0.0955;0.9548
35;0.966;33.8098
74;0.7069;52.3071
86;0.7802;67.0964
69;0.7887;54.4172
20;0.0624;1.2474
70;0.3006;21.042
55;0.6659;36.624
75;0.959;71.9271
98;0.8793;86.1693
85;0.8548;72.6606
98;0.1957;19.1769
72;0.1369;9.8567
13;0.009;0.1164
3;0.1336;0.4007
83;0.6966;57.8153
75;0.1746;13.092
74;0.0166;1.2288
48;0.8564;41.1069
19;0.9799;18.6189
43;0.5756;24.7525
82;0.3222;26.4241
58;0.716;41.5267
25;0.3967;9.9172
67;0.4161;27.8771
92;0.8359;76.9042
32;0.6932;22.1813
5;0.4462;2.231
30;0.931;27.9305
20;0.4315;8.6304
97;0.9415;91.325
34;0.9796;33.3065
0;0.1309;0.0
96;0.9907;95.1053
22;0.5149;11.3269
7;0.4995;3.4968
97;0.1467;14.232
25;0.1042;2.6062
64;0.6908;44.213
92;0.7931;72.9662
48;0.0841;4.0359
54;0.8609;46.4911
9;0.4758;4.282
57;0.213;12.143
75;0.443;33.2265
24;0.1859;4.4614
37;0.4099;15.1666
72;0.3968;28.568
68;0.0273;1.8558
21;0.2645;5.5545
32;0.4647;14.8692
22;0.6728;14.8011
31;0.8739;27.0919
82;0.5714;46.8525
7;0.6718;4.7027
9;0.3086;2.7776
45;0.9383;42.222
38;0.8219;31.2338
85;0.1364;11.5931
24;0.8371;20.0907
70;0.6466;45.2632
26;0.0604;1.5713
25;0.8671;21.678
11;0.5234;5.7578
24;0.2112;5.0696
72;0.6195;44.6013
