39;0.048;1.8715
84;0.1145;9.6147
76;0.4346;33.0313
77;0.8089;62.2819
68;0.7576;51.5189
53;0.7446;39.4635
54;0.0032;0.1752
83;0.5324;44.1857
67;0.4581;30.6901
29;0.8602;24.9462
4;0.1515;0.6059
57;0.9934;56.6236
66;0.9814;64.7716
98;0.277;27.1438
40;0.2994;11.9754
3;0.8462;2.5385
91;0.5664;51.546
34;0.2509;8.5319
26;0.0214;0.5552
98;0.7623;74.7067
96;0.0103;0.9913
43;0.2996;12.8811
41;0.1734;7.1095
3;0.0283;0.085
8;0.8557;6.8457
29;0.6311;18.3031
10;0.8756;8.7561
51;0.5378;27.4267
13;0.5103;6.6341
71;0.8967;63.6689
20;0.1997;3.994
49;0.8467;41.4869
79;0.3329;26.2955
70;0.6143;43.0031
41;0.095;3.8959
10;0.8894;8.8937
66;0.7153;47.2087
37;0.8225;30.4338
94;0.5848;54.9673
69;0.3615;24.9437
51;0.8437;43.0305
42;0.6106;25.6462
94;0.3708;34.8512
20;0.2923;5.8462
30;0.0542;1.6257
2;0.2979;0.5959
36;0.522;18.791
61;0.6951;42.3986
10;0.5852;5.8524
53;0.9488;50.2853
52;0.954;49.6075
0;0.2399;0.0
98;0.9167;89.8343
52;0.2661;13.8372
29;0.4201;12.1832
15;0.2142;3.2132
74;0.5153;38.1306
68;0.8021;54.5413
31;0.2913;9.0288
74;0.7231;53.5082
46;0.5456;25.0975
71;0.2649;18.8076
81;0.4188;33.9215
78;0.2451;19.1215
70;0.0005;0.0348
28;0.4722;13.2217
29;0.3837;11.1271
78;0.2781;21.6927
91;0.4483;40.7946
79;0.1457;11.5113
71;0.2808;19.9394
3;0.5681;1.7042
90;0.1186;10.6781
10;0.1015;1.0154
32;0.1604;5.1322
75;0.529;39.6713
23;0.3448;7.9293
94;0.8927;83.9105
85;0.1068;9.0794
80;0.2379;19.0347
75;0.7599;56.9927
51;0.5974;30.4651
67;0.0793;5.3142
73;0.8728;63.7162
55;0.6736;37.0465
59;0.7756;45.7579
52;0.5265;27.376
70;0.2632;18.4221
86;0.5622;48.3471
5;0.6316;3.158
12;0.2371;2.8454
66;0.4242;27.9993
80;0.8997;71.9737
12;0.0318;0.3816
8;0.0555;0.4444
28;0.4909;13.745
41;0.3599;14.7563
55;0.0871;4.793
86;0.1718;14.7769
11;0.5019;5.5214
