52;0.3666;19.0616
11;0.8672;9.5391
55;0.9966;54.8137
55;0.7318;40.2481
47;0.6703;31.5026
71;0.2205;15.6522
49;0.4725;23.1545
48;0.5563;26.7004
82;0.5348;43.8516
24;0.3462;8.3078
13;0.784;10.1921
95;0.348;33.0584
22;0.8328;18.3206
95;0.5423;51.5156
32;0.3351;10.722
35;0.1916;6.7055
86;0.1262;10.8526
90;0.5941;53.47
8;0.914;7.3119
21;0.7839;16.4628
23;0.7763;17.8547
92;0.8757;80.5658
38;0.4502;17.1066
99;0.6906;68.37
29;0.8418;24.4108
93;0.1275;11.8609
53;0.1101;5.8339
87;0.3211;27.9361
47;0.5525;25.9672
38;0.5458;20.7417
38;0.8458;32.1402
36;0.6115;22.0154
83;0.5083;42.1888
79;0.7373;58.2501
2;0.9759;1.9518
18;0.7192;12.9463
86;0.0424;3.6446
78;0.4218;32.9034
51;0.8271;42.1807
7;0.796;5.5719
65;0.2074;13.4795
9;0.0712;0.6406
50;0.0602;3.0117
59;0.1218;7.1866
91;0.5095;46.3658
39;0.4785;18.662
36;0.9309;33.5135
16;0.9365;14.9834
73;0.918;67.0125
54;0.8063;43.5409
79;0.6445;50.9184
47;0.2458;11.5529
97;0.891;86.4277
0;0.447;0.0
18;0.4852;8.7331
54;0.2035;10.9905
93;0.8647;80.4135
79;0.0794;6.2735
62;0.8848;54.8547
63;0.632;39.8134
22;0.2339;5.146
49;0.5989;29.3444
19;0.3103;5.8948
43;0.6658;28.6315
65;0.2537;16.4886
0;0.141;0.0
80;0.034;2.7227
70;0.845;59.1502
95;0.2386;22.6687
58;0.9328;54.1016
47;0.8425;39.5996
89;0.4205;37.4252
99;0.6455;63.9074
94;0.4627;43.4957
70;0.3674;25.7203
41;0.0327;1.339
60;0.1313;7.8757
18;0.6409;11.5358
12;0.8725;10.4701
3;0.6112;1.8335
28;0.9838;27.5461
50;0.1139;5.6974
33;0.5738;18.9364
52;0.8379;43.5727
99;0.5597;55.4141
41;0.7883;32.3216
1;0.4241;0.4241
58;0.511;29.6396
60;0.876;52.5573
5;0.45;2.2501
3;0.0977;0.293
44;0.7697;33.8663
83;0.5361;44.4997
51;0.671;34.2191
58;0.8126;47.1291
27;0.0196;0.5292
71;0.8812;62.5665
96;0.1953;18.7448
18;0.9794;17.63
83;0.84;69.716
